lat,lon,year,salinity,ph,Cruise,Date,Cst_Cnt
34.386666,-122.248333,2004,33.06,,200407,07/26/2004,30579
34.391666,-122.243333,2004,33.08,,200401,01/20/2004,30504
34.403333,-119.801666,2004,33.48,,200407,07/27/2004,30591
34.45,-120.533333,2004,33.33,,200404,04/04/2004,30556
34.45,-120.525,2004,33.49,,200407,07/24/2004,30584
34.461666,-120.485,2004,33.44,,200407,07/27/2004,30583
34.718333,-121.55,2004,33.49,,200407,07/27/2004,30578
34.721666,-121.548333,2004,33.25,,200411,11/18/2004,30652
34.725,-121.556666,2004,33.17,,200404,04/08/2004,30571
34.886666,-121.206666,2004,33.23,,200404,04/08/2004,30572
34.888333,-121.2,2004,33.26,,200411,11/18/2004,30651
34.888333,-121.198333,2004,33.45,,200407,07/27/2004,30577
34.888333,-121.193333,2004,33.07,,200401,01/20/2004,30506
35.02,-120.918333,2004,33.54,,200407,07/27/2004,30576
35.021666,-120.918333,2004,33.26,,200411,11/18/2004,30650
35.023333,-120.918333,2004,33.06,,200401,01/20/2004,30507
35.088333,-120.778333,2004,33.58,,200407,07/27/2004,30575
35.088333,-120.776666,2004,33.27,,200411,11/18/2004,30649
35.088333,-120.773333,2004,33.15,,200401,01/20/2004,30508
30.181667,-122.923333,2005,33.2,,200504,04/18/2005,30870
30.185,-122.918333,2005,33.067,,200501,01/07/2005,30795
30.186667,-122.923333,2005,33.224,,200511,11/07/2005,31017
30.41,-123.998333,2005,33.446,,200511,11/08/2005,31002
30.416667,-123.998333,2005,33.243,,200501,01/08/2005,30780
30.421667,-123.998333,2005,33.183,,200504,04/19/2005,30855
30.515,-122.265,2005,33.273,,200504,04/18/2005,30869
30.516667,-122.255,2005,33.294,,200501,01/07/2005,30794
30.753333,-123.333333,2005,33.27,,200507,07/05/2005,30929
30.756667,-123.325,2005,33.133,,200501,01/08/2005,30779
30.843333,-121.596667,2005,33.14,,200504,04/18/2005,30868
30.848333,-121.59,2005,33.163,,200507,07/03/2005,30943
30.851667,-121.59,2005,33.171,,200511,11/07/2005,31015
31.085,-122.66,2005,32.885,,200501,01/08/2005,30778
31.176667,-120.933333,2005,33.11,,200501,01/06/2005,30792
31.18,-120.921667,2005,33.102,,200507,07/03/2005,30942
31.18,-120.921667,2005,33.164,,200511,11/06/2005,31014
31.323333,-123.741667,2005,32.854,,200501,01/13/2005,30765
31.325,-123.748333,2005,33.028,,200511,11/13/2005,30987
31.418333,-121.985,2005,33.047,,200501,01/08/2005,30777
31.51,-120.243333,2005,33.148,,200501,01/06/2005,30791
31.513333,-120.248333,2005,33.235,,200511,11/06/2005,31013
31.518333,-120.253333,2005,33.145,,200504,04/17/2005,30866
31.658333,-123.076667,2005,33.047,,200504,04/25/2005,30839
31.66,-123.075,2005,33.313,,200507,07/10/2005,30914
31.661667,-123.068333,2005,33.044,,200501,01/13/2005,30764
31.751667,-121.318333,2005,33.086,,200507,07/06/2005,30926
31.753333,-121.318333,2005,33.117,,200504,04/20/2005,30851
31.843333,-119.573333,2005,33.191,,200507,07/03/2005,30940
31.845,-119.58,2005,33.428,,200511,11/06/2005,31012
31.848333,-119.58,2005,33.158,,200504,04/17/2005,30865
31.848333,-119.568333,2005,33.13,,200501,01/06/2005,30790
31.901667,-124.17,2005,32.95,,200504,04/24/2005,30826
31.908333,-124.171667,2005,33.128,,200511,11/14/2005,30973
31.913333,-124.18,2005,32.843,,200501,01/13/2005,30751
31.913333,-124.178333,2005,33.196,,200507,07/10/2005,30901
31.988333,-122.383333,2005,33.064,,200504,04/25/2005,30838
31.991667,-122.398333,2005,33.152,,200507,07/09/2005,30913
31.993333,-122.401667,2005,32.901,,200501,01/12/2005,30763
32.013333,-119.241667,2005,33.324,,200511,11/06/2005,31011
32.013333,-119.235,2005,33.091,,200504,04/17/2005,30864
32.013333,-119.231667,2005,33.213,,200501,01/06/2005,30789
32.085,-120.64,2005,33.034,,200504,04/20/2005,30850
32.088333,-120.645,2005,33.16,,200507,07/06/2005,30925
32.09,-120.636667,2005,33.007,,200501,01/09/2005,30775
32.176667,-118.895,2005,33.335,,200511,11/05/2005,31010
32.178333,-118.891667,2005,33.194,,200501,01/05/2005,30788
32.178333,-118.888333,2005,33.29,,200507,07/02/2005,30938
32.18,-118.891667,2005,33.076,,200504,04/16/2005,30863
32.245,-123.49,2005,32.947,,200501,01/13/2005,30750
32.321667,-121.713333,2005,33.112,,200507,07/09/2005,30912
32.328333,-121.723333,2005,32.981,,200501,01/12/2005,30762
32.328333,-121.716667,2005,33.253,,200511,11/13/2005,30984
32.345,-118.555,2005,33.182,,200504,04/16/2005,30862
32.355,-118.568333,2005,33.226,,200501,01/05/2005,30787
32.415,-119.953333,2005,33.233,,200507,07/06/2005,30924
32.418333,-119.968333,2005,33.059,,200504,04/20/2005,30849
32.418333,-119.951667,2005,33.079,,200501,01/09/2005,30774
32.511667,-118.21,2005,33.222,,200501,01/05/2005,30786
32.513333,-118.215,2005,33.184,,200504,04/16/2005,30861
32.515,-118.215,2005,33.379,,200511,11/05/2005,31008
32.576667,-122.82,2005,33.172,,200507,07/11/2005,30899
32.576667,-122.811667,2005,32.956,,200501,01/14/2005,30749
32.578333,-122.818333,2005,32.989,,200504,04/24/2005,30824
32.65,-119.486667,2005,33.554,,200507,07/06/2005,30923
32.65,-119.475,2005,33.011,,200501,01/09/2005,30773
32.651667,-119.485,2005,33.084,,200504,04/20/2005,30848
32.651667,-119.476667,2005,33.39,,200511,11/10/2005,30995
32.653333,-121.04,2005,33.022,,200507,07/09/2005,30911
32.653333,-121.03,2005,33.089,,200504,04/25/2005,30836
32.68,-117.873333,2005,33.197,,200504,04/16/2005,30860
32.686667,-117.878333,2005,33.215,,200501,01/05/2005,30785
32.818333,-123.903333,2005,32.943,,200504,04/28/2005,30813
32.821667,-123.91,2005,32.957,,200511,11/18/2005,30963
32.845,-117.53,2005,33.287,,200501,01/05/2005,30784
32.901667,-122.133333,2005,32.916,,200507,07/11/2005,30898
32.906667,-117.401667,2005,33.32,,200511,11/05/2005,31005
32.906667,-117.398333,2005,33.341,,200504,04/16/2005,30858
32.906667,-117.391667,2005,33.2,,200501,01/04/2005,30783
32.908333,-122.123333,2005,33.106,,200504,04/23/2005,30823
32.916667,-118.938333,2005,33.224,,200504,04/21/2005,30847
32.916667,-118.931667,2005,33.049,,200501,01/10/2005,30772
32.92,-118.945,2005,33.435,,200507,07/07/2005,30922
32.94,-117.286667,2005,33.454,,200507,07/01/2005,30947
32.95,-117.296667,2005,33.457,,200507,07/01/2005,30932
32.951667,-117.285,2005,33.329,,200511,11/04/2005,31019
32.951667,-117.281667,2005,33.37,,200504,04/15/2005,30872
32.951667,-117.278333,2005,32.647,,200501,01/04/2005,30797
32.955,-117.31,2005,33.319,,200511,11/04/2005,31004
32.958333,-117.305,2005,33.389,,200504,04/15/2005,30857
32.96,-117.305,2005,32.98,,200501,01/04/2005,30782
32.985,-120.348333,2005,33.151,,200501,01/12/2005,30760
32.988333,-120.356667,2005,33.052,,200504,04/26/2005,30835
32.99,-120.355,2005,33.351,,200511,11/12/2005,30982
32.993333,-120.348333,2005,33.334,,200507,07/09/2005,30910
33.146667,-120.015,2005,33.109,,200501,01/11/2005,30759
33.153333,-123.228333,2005,32.959,,200501,01/17/2005,30737
33.153333,-120.013333,2005,33.345,,200511,11/12/2005,30981
33.185,-118.393333,2005,33.228,,200504,04/21/2005,30846
33.185,-118.39,2005,33.437,,200507,07/07/2005,30921
33.186667,-118.391667,2005,33.06,,200501,01/10/2005,30771
33.186667,-118.381667,2005,33.328,,200511,11/10/2005,30993
33.23,-121.465,2005,33.2,,200507,07/11/2005,30897
33.241667,-117.465,2005,33.368,,200511,11/05/2005,31003
33.245,-117.466667,2005,33.402,,200504,04/15/2005,30856
33.248333,-117.468333,2005,32.609,,200501,01/20/2005,30781
33.251667,-118.251667,2005,33.053,,200501,01/10/2005,30770
33.256667,-121.443333,2005,33.298,,200511,11/15/2005,30972
33.321667,-119.665,2005,33.117,,200501,01/11/2005,30758
33.321667,-119.665,2005,33.111,,200504,04/26/2005,30833
33.323333,-119.661667,2005,33.62,,200507,07/08/2005,30908
33.38,-124.33,2005,33.111,,200507,07/14/2005,30880
33.383333,-124.323333,2005,33.061,,200501,01/17/2005,30730
33.385,-124.323333,2005,33.139,,200511,11/19/2005,30955
33.388333,-124.328333,2005,32.956,,200504,04/29/2005,30805
33.416667,-117.901667,2005,33.294,,200504,04/21/2005,30844
33.418333,-117.905,2005,33.33,,200511,11/10/2005,30991
33.421667,-117.911667,2005,33.482,,200507,07/07/2005,30919
33.423333,-117.905,2005,32.909,,200501,01/10/2005,30769
33.483333,-122.536667,2005,32.981,,200504,04/28/2005,30811
33.483333,-122.536667,2005,33.044,,200501,01/16/2005,30736
33.483333,-119.325,2005,33.318,,200504,04/22/2005,30832
33.485,-122.535,2005,33.22,,200511,11/18/2005,30961
33.485,-117.77,2005,33.488,,200507,07/07/2005,30918
33.485,-117.766667,2005,33.341,,200511,11/11/2005,30990
33.486667,-119.311667,2005,33.113,,200501,01/11/2005,30757
33.486667,-117.763333,2005,28.431,,200501,01/10/2005,30768
33.488333,-122.54,2005,33.045,,200507,07/14/2005,30886
33.491667,-119.32,2005,33.396,,200511,11/11/2005,30979
33.493333,-117.75,2005,33.3,,200504,04/22/2005,30842
33.493333,-117.75,2005,33.346,,200511,11/11/2005,30989
33.495,-117.751667,2005,33.47,,200507,07/07/2005,30917
33.58,-120.758333,2005,33.447,,200507,07/11/2005,30896
33.58,-120.753333,2005,33.383,,200511,11/16/2005,30971
33.653333,-118.973333,2005,33.265,,200504,04/22/2005,30831
33.655,-118.971667,2005,33.095,,200501,01/11/2005,30756
33.656667,-118.99,2005,33.353,,200511,11/11/2005,30978
33.67,-118.083333,2005,33.435,,200507,07/07/2005,30916
33.671667,-118.096667,2005,33.32,,200504,04/22/2005,30841
33.671667,-118.085,2005,33.351,,200511,11/11/2005,30988
33.723333,-123.64,2005,32.905,,200501,01/17/2005,30729
33.723333,-123.636667,2005,33.03,,200507,07/15/2005,30879
33.723333,-123.633333,2005,32.998,,200511,11/19/2005,30954
33.745,-120.406667,2005,33.258,,200504,04/23/2005,30820
33.746667,-120.416667,2005,33.624,,200507,07/12/2005,30895
33.748333,-120.413333,2005,33.345,,200511,11/16/2005,30970
33.81,-121.838333,2005,32.986,,200504,04/28/2005,30810
33.815,-121.846667,2005,33.278,,200511,11/17/2005,30960
33.815,-118.62,2005,33.086,,200501,01/11/2005,30755
33.818333,-121.84,2005,33.094,,200501,01/16/2005,30735
33.82,-118.631667,2005,33.416,,200504,04/22/2005,30830
33.823333,-118.633333,2005,33.324,,200511,11/11/2005,30977
33.823333,-118.63,2005,33.473,,200507,07/08/2005,30905
33.878333,-120.14,2005,33.37,,200511,11/16/2005,30969
33.878333,-120.136667,2005,33.67,,200507,07/12/2005,30894
33.886667,-118.441667,2005,33.452,,200504,04/22/2005,30828
33.888333,-118.493333,2005,33.341,,200511,11/11/2005,30976
33.888333,-118.443333,2005,33.338,,200511,11/11/2005,30975
33.89,-118.491667,2005,33.473,,200507,07/08/2005,30904
33.89,-118.441667,2005,33.505,,200507,07/08/2005,30903
33.89,-118.44,2005,32.3,,200501,01/11/2005,30753
34.01,-118.831667,2005,33.379,,200511,11/21/2005,30974
34.011667,-118.836667,2005,33.372,,200504,05/01/2005,30827
34.053333,-122.94,2005,33.161,,200501,01/18/2005,30728
34.056667,-122.946667,2005,33.012,,200504,04/29/2005,30803
34.058333,-122.943333,2005,33.245,,200511,11/19/2005,30953
34.145,-121.16,2005,33.303,,200511,11/17/2005,30959
34.146667,-121.15,2005,33.163,,200504,04/27/2005,30809
34.151667,-121.153333,2005,33.165,,200501,01/16/2005,30734
34.176667,-119.51,2005,33.5,,200507,07/12/2005,30893
34.18,-119.506667,2005,33.34,,200504,04/26/2005,30818
34.181667,-119.513333,2005,32.534,,200501,01/15/2005,30743
34.226667,-119.408333,2005,33.495,,200507,07/12/2005,30892
34.228333,-119.393333,2005,33.338,,200511,11/16/2005,30967
34.255,-119.326667,2005,33.019,,200504,04/27/2005,30816
34.255,-119.325,2005,32.259,,200501,01/15/2005,30741
34.273333,-120.036667,2005,33.592,,200504,04/27/2005,30815
34.318333,-120.796667,2005,33.318,,200504,04/27/2005,30808
34.32,-120.808333,2005,33.063,,200501,01/16/2005,30733
34.386667,-122.255,2005,32.859,,200507,07/15/2005,30877
34.391667,-122.241667,2005,32.993,,200504,04/29/2005,30802
34.396667,-119.783333,2005,33.362,,200504,04/27/2005,30814
34.405,-119.803333,2005,33.561,,200507,07/12/2005,30890
34.405,-119.796667,2005,32.916,,200501,01/15/2005,30739
34.445,-120.535,2005,33.021,,200501,01/16/2005,30732
34.45,-120.525,2005,33.585,,200504,04/27/2005,30807
34.45,-120.525,2005,33.648,,200507,07/13/2005,30882
34.458333,-120.493333,2005,33.603,,200504,04/27/2005,30806
34.461667,-120.486667,2005,33.335,,200511,11/17/2005,30956
34.461667,-120.486667,2005,33.008,,200501,01/16/2005,30731
34.725,-121.546667,2005,33.208,,200511,11/20/2005,30951
34.726667,-121.553333,2005,33.007,,200501,01/18/2005,30726
34.891667,-121.195,2005,33.315,,200511,11/20/2005,30950
34.895,-121.201667,2005,33.7,,200507,07/16/2005,30875
35.021667,-120.923333,2005,33.76,,200507,07/16/2005,30874
35.021667,-120.915,2005,33.133,,200501,01/19/2005,30724
35.026667,-120.926667,2005,33.358,,200511,11/20/2005,30949
35.088333,-120.775,2005,33.387,,200511,11/20/2005,30948
35.091667,-120.781667,2005,33.785,,200507,07/16/2005,30873
30.176666,-122.928333,2006,33.12,,200604,04/04/2006,31107
30.18,-122.923333,2006,33.55,,200610,10/24/2006,31257
30.18,-122.921666,2006,33.26,,200602,02/07/2006,31090
30.181666,-122.926666,2006,33.36,,200607,07/11/2006,31240
30.413333,-124.001666,2006,33.09,,200604,04/05/2006,31109
30.415,-124.0,2006,33.24,,200607,07/12/2006,31224
30.416666,-123.996666,2006,33.38,,200610,10/24/2006,31259
30.513333,-122.258333,2006,33.43,,200604,04/04/2006,31106
30.513333,-122.258333,2006,33.24,,200610,10/24/2006,31256
30.52,-122.255,2006,33.15,,200602,02/06/2006,31089
30.746666,-123.341666,2006,33.16,,200604,04/05/2006,31110
30.751666,-123.331666,2006,33.33,,200610,10/25/2006,31260
30.755,-123.336666,2006,33.32,,200607,07/12/2006,31223
30.846666,-121.59,2006,33.32,,200610,10/24/2006,31255
30.848333,-121.593333,2006,33.01,,200607,07/11/2006,31238
30.851666,-121.585,2006,33.55,,200602,02/06/2006,31088
31.08,-122.665,2006,32.99,,200602,02/08/2006,31072
31.085,-122.65,2006,33.06,,200604,04/06/2006,31111
31.105,-122.665,2006,33.45,,200607,07/12/2006,31222
31.181666,-120.91,2006,33.41,,200604,04/04/2006,31104
31.183333,-120.923333,2006,33.31,,200607,07/10/2006,31237
31.191666,-120.898333,2006,33.37,,200610,10/23/2006,31254
31.316666,-123.738333,2006,32.98,,200604,04/11/2006,31136
31.323333,-123.74,2006,33.03,,200602,02/13/2006,31059
31.415,-121.995,2006,33.09,,200604,04/06/2006,31112
31.418333,-121.99,2006,33.34,,200610,10/25/2006,31262
31.506666,-120.23,2006,33.05,,200604,04/03/2006,31103
31.51,-120.241666,2006,33.45,,200610,10/23/2006,31253
31.515,-120.253333,2006,33.29,,200607,07/10/2006,31236
31.656666,-123.066666,2006,33.31,,200610,10/29/2006,31285
31.673333,-123.081666,2006,33.07,,200607,07/17/2006,31208
31.751666,-121.313333,2006,33.36,,200610,10/25/2006,31263
31.758333,-121.326666,2006,33.14,,200604,04/06/2006,31113
31.826666,-119.571666,2006,33.3,,200602,02/05/2006,31085
31.845,-119.571666,2006,33.3,,200607,07/10/2006,31235
31.846666,-119.576666,2006,33.28,,200604,04/03/2006,31102
31.91,-124.17,2006,33.21,,200602,02/13/2006,31046
31.91,-124.168333,2006,33.14,,200610,10/30/2006,31287
31.91,-124.163333,2006,33.02,,200604,04/11/2006,31137
31.911666,-124.168333,2006,33.09,,200607,07/18/2006,31196
31.985,-122.396666,2006,33.07,,200602,02/12/2006,31057
31.988333,-122.401666,2006,33.2,,200604,04/10/2006,31134
31.99,-122.393333,2006,33.09,,200610,10/29/2006,31284
32.011666,-119.238333,2006,33.54,,200607,07/10/2006,31234
32.013333,-119.233333,2006,33.5,,200610,10/23/2006,31251
32.013333,-119.23,2006,33.19,,200604,04/03/2006,31101
32.085,-120.638333,2006,33.46,,200610,10/26/2006,31264
32.18,-118.893333,2006,33.4,,200602,02/05/2006,31083
32.18,-118.893333,2006,33.59,,200610,10/22/2006,31250
32.18,-118.885,2006,33.56,,200607,07/09/2006,31233
32.185,-118.888333,2006,33.43,,200604,04/03/2006,31100
32.24,-123.498333,2006,33.06,,200602,02/13/2006,31045
32.243333,-123.486666,2006,32.98,,200604,04/11/2006,31138
32.245,-123.493333,2006,33.17,,200610,10/30/2006,31288
32.246666,-123.498333,2006,33.39,,200607,07/18/2006,31195
32.323333,-121.715,2006,33.12,,200602,02/12/2006,31056
32.325,-121.72,2006,33.15,,200607,07/17/2006,31206
32.328333,-121.715,2006,33.17,,200604,04/10/2006,31133
32.346666,-118.553333,2006,33.38,,200602,02/05/2006,31082
32.348333,-118.555,2006,33.41,,200604,04/02/2006,31099
32.42,-119.96,2006,33.31,,200602,02/09/2006,31068
32.421666,-119.958333,2006,33.28,,200604,04/07/2006,31115
32.515,-118.215,2006,33.47,,200607,07/09/2006,31231
32.515,-118.213333,2006,33.51,,200610,10/22/2006,31248
32.573333,-122.818333,2006,33.07,,200607,07/18/2006,31194
32.576666,-122.815,2006,33.21,,200610,10/30/2006,31289
32.576666,-122.811666,2006,33.09,,200604,04/12/2006,31139
32.65,-119.488333,2006,33.49,,200604,04/07/2006,31116
32.655,-121.028333,2006,33.06,,200604,04/10/2006,31132
32.655,-119.48,2006,33.32,,200602,02/09/2006,31067
32.656666,-121.031666,2006,33.49,,200610,10/29/2006,31282
32.656666,-119.485,2006,33.53,,200610,10/26/2006,31266
32.68,-117.875,2006,33.36,,200602,02/04/2006,31080
32.68,-117.871666,2006,33.48,,200610,10/22/2006,31247
32.68,-117.87,2006,33.52,,200607,07/09/2006,31230
32.811666,-123.92,2006,33.18,,200610,11/03/2006,31308
32.815,-123.906666,2006,32.97,,200604,04/15/2006,31157
32.848333,-117.533333,2006,33.35,,200602,02/04/2006,31079
32.861666,-117.531666,2006,33.49,,200610,10/22/2006,31246
32.908333,-122.133333,2006,33.39,,200607,07/19/2006,31193
32.908333,-117.396666,2006,33.58,,200607,07/09/2006,31228
32.911666,-122.128333,2006,33.18,,200610,10/31/2006,31290
32.911666,-117.393333,2006,33.44,,200604,04/02/2006,31095
32.913333,-122.13,2006,33.05,,200604,04/12/2006,31140
32.913333,-117.395,2006,33.49,,200610,10/22/2006,31245
32.948333,-117.283333,2006,33.36,,200602,02/04/2006,31076
32.95,-117.28,2006,33.43,,200610,10/21/2006,31243
32.951666,-117.285,2006,33.57,,200607,07/08/2006,31226
32.953333,-117.283333,2006,33.44,,200604,04/01/2006,31093
32.955,-117.305,2006,33.49,,200610,10/21/2006,31242
32.961666,-117.308333,2006,33.42,,200604,04/01/2006,31092
32.99,-120.345,2006,33.09,,200604,04/09/2006,31131
32.991666,-120.346666,2006,33.46,,200610,10/28/2006,31281
32.996666,-120.365,2006,33.39,,200607,07/16/2006,31204
33.148333,-123.223333,2006,33.12,,200607,07/22/2006,31182
33.15,-123.22,2006,33.29,,200610,11/03/2006,31307
33.151666,-120.011666,2006,33.61,,200607,07/16/2006,31203
33.153333,-123.218333,2006,33.07,,200602,02/17/2006,31034
33.156666,-120.005,2006,33.51,,200602,02/11/2006,31053
33.185,-118.386666,2006,33.43,,200610,10/27/2006,31268
33.186666,-118.39,2006,33.44,,200604,04/07/2006,31118
33.186666,-118.388333,2006,33.36,,200602,02/09/2006,31065
33.24,-117.463333,2006,33.46,,200610,10/21/2006,31244
33.243333,-118.258333,2006,33.64,,200607,07/14/2006,31214
33.245,-117.463333,2006,33.52,,200607,07/08/2006,31225
33.246666,-121.44,2006,32.93,,200604,04/12/2006,31141
33.246666,-117.461666,2006,33.45,,200604,04/02/2006,31094
33.25,-118.245,2006,33.35,,200602,02/10/2006,31064
33.251666,-118.251666,2006,33.46,,200610,10/27/2006,31269
33.251666,-118.25,2006,33.41,,200604,04/08/2006,31119
33.318333,-119.65,2006,33.45,,200604,04/09/2006,31129
33.385,-124.32,2006,33.07,,200602,02/18/2006,31027
33.385,-124.32,2006,33.11,,200610,11/03/2006,31309
33.388333,-124.321666,2006,33.16,,200607,07/22/2006,31175
33.416666,-117.918333,2006,33.57,,200607,07/14/2006,31213
33.416666,-117.908333,2006,33.38,,200602,02/10/2006,31063
33.42,-117.905,2006,33.48,,200610,10/27/2006,31270
33.421666,-117.908333,2006,33.3,,200604,04/08/2006,31122
33.478333,-122.536666,2006,32.93,,200604,04/14/2006,31155
33.481666,-122.528333,2006,32.93,,200607,07/21/2006,31181
33.485,-119.323333,2006,33.54,,200604,04/09/2006,31128
33.485,-117.766666,2006,33.39,,200602,02/10/2006,31062
33.486666,-122.535,2006,32.99,,200602,02/17/2006,31033
33.486666,-122.526666,2006,33.23,,200610,11/03/2006,31306
33.49,-119.32,2006,33.74,,200607,07/15/2006,31201
33.49,-119.318333,2006,33.44,,200610,10/28/2006,31278
33.491666,-117.748333,2006,32.79,,200604,04/08/2006,31120
33.495,-117.748333,2006,33.38,,200602,02/10/2006,31061
33.495,-117.746666,2006,33.43,,200610,10/27/2006,31271
33.498333,-117.755,2006,33.44,,200607,07/15/2006,31211
33.578333,-120.756666,2006,33.42,,200610,10/31/2006,31292
33.586666,-120.761666,2006,33.16,,200604,04/12/2006,31142
33.656666,-118.976666,2006,33.41,,200602,02/11/2006,31050
33.656666,-118.973333,2006,33.45,,200610,10/28/2006,31277
33.661666,-118.981666,2006,33.51,,200607,07/15/2006,31200
33.67,-118.083333,2006,33.4,,200607,07/15/2006,31210
33.673333,-118.088333,2006,33.39,,200602,02/10/2006,31060
33.673333,-118.081666,2006,33.39,,200610,10/27/2006,31273
33.746666,-120.41,2006,33.24,,200604,04/12/2006,31143
33.818333,-121.841666,2006,33.02,,200602,02/17/2006,31032
33.818333,-121.826666,2006,32.85,,200604,04/14/2006,31167
33.82,-121.836666,2006,32.86,,200604,04/14/2006,31154
33.821666,-118.63,2006,33.51,,200607,07/15/2006,31199
33.823333,-118.628333,2006,33.51,,200610,10/28/2006,31276
33.878333,-120.133333,2006,33.52,,200607,07/19/2006,31189
33.878333,-120.133333,2006,33.49,,200610,11/01/2006,31294
33.878333,-120.131666,2006,33.5,,200604,04/13/2006,31144
33.885,-118.446666,2006,33.51,,200607,07/15/2006,31197
33.888333,-118.486666,2006,33.47,,200604,04/08/2006,31124
33.89,-118.49,2006,33.46,,200610,10/28/2006,31275
34.02,-118.843333,2006,33.44,,200610,11/01/2006,31295
34.053333,-122.941666,2006,33.31,,200610,11/04/2006,31311
34.143333,-121.156666,2006,33.43,,200607,07/21/2006,31179
34.148333,-121.151666,2006,33.12,,200602,02/16/2006,31031
34.151666,-121.145,2006,33.18,,200610,11/02/2006,31304
34.155,-121.155,2006,33.22,,200604,04/14/2006,31153
34.178333,-119.511666,2006,33.39,,200602,02/15/2006,31039
34.178333,-119.505,2006,33.44,,200604,04/13/2006,31145
34.223333,-119.42,2006,33.06,,200604,04/13/2006,31146
34.256666,-119.328333,2006,33.45,,200607,07/20/2006,31186
34.256666,-119.326666,2006,32.84,,200604,04/13/2006,31147
34.263333,-119.333333,2006,33.44,,200610,11/01/2006,31298
34.266666,-119.33,2006,33.39,,200602,02/15/2006,31037
34.276666,-120.023333,2006,33.48,,200610,11/01/2006,31300
34.28,-120.02,2006,33.43,,200602,02/16/2006,31036
34.281666,-120.025,2006,33.53,,200607,07/20/2006,31185
34.316666,-120.801666,2006,33.28,,200604,04/14/2006,31152
34.316666,-120.8,2006,33.46,,200610,11/02/2006,31303
34.318333,-120.805,2006,33.53,,200607,07/21/2006,31178
34.378333,-122.266666,2006,32.91,,200607,07/23/2006,31172
34.386666,-122.246666,2006,33.2,,200602,02/18/2006,31024
34.391666,-122.251666,2006,33.31,,200610,11/04/2006,31312
34.401666,-119.8,2006,33.51,,200607,07/20/2006,31184
34.405,-119.796666,2006,33.17,,200604,04/13/2006,31148
34.445,-120.523333,2006,33.31,,200604,04/14/2006,31151
34.45,-120.521666,2006,33.43,,200610,11/02/2006,31302
34.451666,-120.526666,2006,33.55,,200607,07/20/2006,31177
34.458333,-120.486666,2006,33.32,,200604,04/13/2006,31150
34.46,-120.488333,2006,33.56,,200607,07/20/2006,31176
34.465,-120.486666,2006,33.43,,200610,11/02/2006,31301
34.468333,-120.488333,2006,33.58,,200602,02/16/2006,31028
34.715,-121.555,2006,33.59,,200607,07/23/2006,31171
34.72,-121.548333,2006,33.39,,200602,02/19/2006,31023
34.888333,-121.201666,2006,33.32,,200610,11/05/2006,31314
35.018333,-120.918333,2006,32.87,,200604,04/17/2006,31165
35.021666,-120.921666,2006,33.56,,200602,02/20/2006,31021
35.026666,-120.921666,2006,33.57,,200607,07/24/2006,31169
35.088333,-120.778333,2006,33.58,,200602,02/20/2006,31020
35.088333,-120.776666,2006,33.08,,200604,04/17/2006,31164
30.176666,-122.918333,2007,33.07,,200711,11/06/2007,31617
30.178333,-122.906666,2007,33.24,,200707,07/01/2007,31550
30.18,-122.92,2007,33.33,,200704,04/03/2007,31478
30.413333,-124.001666,2007,33.55,,200707,07/02/2007,31535
30.416666,-123.998333,2007,33.64,,200704,04/04/2007,31463
30.513333,-122.26,2007,33.24,,200711,11/05/2007,31604
30.513333,-122.255,2007,33.5,,200701,01/15/2007,31397
30.513333,-122.255,2007,33.54,,200704,04/03/2007,31477
30.516666,-122.25,2007,33.29,,200707,07/01/2007,31549
30.746666,-123.328333,2007,33.32,,200704,04/04/2007,31462
30.75,-123.331666,2007,33.49,,200707,07/02/2007,31534
30.751666,-123.331666,2007,33.36,,200711,11/07/2007,31602
30.755,-123.323333,2007,33.32,,200701,01/21/2007,31382
30.85,-121.583333,2007,33.43,,200711,11/05/2007,31616
31.08,-122.663333,2007,33.29,,200704,04/04/2007,31461
31.088333,-122.66,2007,33.19,,200711,11/07/2007,31601
31.088333,-122.651666,2007,33.4,,200701,01/21/2007,31381
31.178333,-120.92,2007,33.31,,200711,11/05/2007,31615
31.178333,-120.913333,2007,33.44,,200701,01/15/2007,31395
31.18,-120.913333,2007,33.5,,200707,06/30/2007,31547
31.32,-123.745,2007,33.41,,200704,04/09/2007,31447
31.325,-123.748333,2007,33.3,,200701,01/21/2007,31368
31.406666,-121.998333,2007,33.35,,200707,07/02/2007,31532
31.413333,-121.993333,2007,33.47,,200704,04/05/2007,31460
31.415,-121.99,2007,33.46,,200701,01/20/2007,31380
31.428333,-122.0,2007,33.36,,200711,11/07/2007,31600
31.506666,-120.256666,2007,33.46,,200704,04/02/2007,31474
31.51,-120.243333,2007,33.33,,200701,01/14/2007,31394
31.511666,-120.243333,2007,33.62,,200711,11/05/2007,31614
31.511666,-120.235,2007,33.71,,200707,06/30/2007,31546
31.655,-123.076666,2007,33.56,,200711,11/12/2007,31587
31.655,-123.073333,2007,33.21,,200701,01/22/2007,31367
31.748333,-121.311666,2007,33.61,,200711,11/07/2007,31599
31.75,-121.315,2007,33.45,,200704,04/05/2007,31459
31.751666,-121.315,2007,33.48,,200707,07/03/2007,31531
31.845,-119.565,2007,33.52,,200707,06/30/2007,31545
31.85,-119.565,2007,33.51,,200711,11/04/2007,31613
31.908333,-124.17,2007,33.29,,200704,04/10/2007,31435
