lat,lon,year,coverage,source
34.351155,-120.856055,2013,2.021362,corc
34.351627,-120.781997,2013,1.674136,corc
34.351872,-120.846457,2013,1.466243,corc
34.352035,-120.844652,2013,1.797425,corc
34.353448,-120.847342,2013,2.322123,corc
34.353735,-120.854298,2013,1.610312,corc
34.354028,-120.674395,2013,1.674618,corc
34.354475,-120.820282,2013,1.318375,corc
34.356522,-120.836910,2013,1.312150,corc
34.364007,-120.838498,2013,1.835366,corc
34.364748,-120.829115,2013,1.923406,corc
34.365401,-120.471187,2013,1.426017,corc
34.365437,-120.878287,2013,2.283148,corc
34.365600,-120.888437,2013,1.774839,corc
34.365853,-120.852935,2013,2.374997,corc
